dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript,emotion,split
IEMOCAP,iemocap_Ses02F_impro02_M008,anger,neutral,0.893,6.29,I don't know how I don't know how I don't know how this could even be possible for you like if I was,anger,train
IEMOCAP,iemocap_Ses02F_impro02_M009,anger,sadness,0.4815,10.43,"I mean you just get to go off and do your thing. I mean yeah we're both, I don't know it's bad for both of us but...",anger,test
IEMOCAP,iemocap_Ses02F_impro02_M010,anger,neutral,0.72,7.59,"God, it would just be so much better if we could stay together somehow. You know, we could do this together.",anger,train
IEMOCAP,iemocap_Ses02F_impro02_M011,neutral,neutral,0.415,4.4,I don't want you in danger. Where are you going? You're going over to war this,neutral,train
IEMOCAP,iemocap_Ses02F_impro02_M012,sadness,neutral,0.683,1.92,Alright.,sadness,train
IEMOCAP,iemocap_Ses02F_impro03_F002,neutral,disgust,0.477,2.05,Don't look at my left hand.,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F003,neutral,joy,0.5196666666666667,5.37,"He wrote poems. He wrote poems. And I said yes, we're going to.",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F005,neutral,joy,0.504,4.33,"I remember how he had that date and I was like, oh yeah, this is a date, whatever.",neutral,test
IEMOCAP,iemocap_Ses02F_impro03_F006,neutral,disgust,0.6037999999999999,13.91,"So after we sort of went to dinner and I was already tired, I wasn't all that excited. And so he's like, let's go to the beach and I was like, no, I don't want to go to the beach. Like, I'm tired. And he's like, no, no, we have to go. And I was like, okay, that's a little weird.",neutral,val
IEMOCAP,iemocap_Ses02F_impro03_F007,neutral,neutral,0.5825,8.89,"So he... so we walked down to the pier and there's like these lights, like these little lights, the vision was like, what's that? And he's like, I don't know, let's go find out!",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F008,neutral,neutral,0.729,8.03,"We walked down there and there's, and there's this huge like 10 foot heart in candles on the beach.",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F010,neutral,neutral,0.855,7.68,I know I was like how did he guess like he must have called someone or had them said it like I have no idea,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F020,neutral,neutral,0.6893333333333334,8.57,"But it's sort of hard because the weather is so unpredictable. And then if it's cold that day or if it's too hot, it's like, eh. But um.",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_F022,neutral,neutral,0.713,2.08,Two and a half years.,neutral,test
IEMOCAP,iemocap_Ses02F_impro03_F025,neutral,neutral,0.584,2.22,You prove? Yes. You approve.,neutral,val
IEMOCAP,iemocap_Ses02F_impro03_M000,neutral,neutral,0.922,2.5,What?,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M001,neutral,neutral,0.787,3.43,"Um, you...",neutral,test
IEMOCAP,iemocap_Ses02F_impro03_M002,neutral,neutral,0.7015,3.37,No. Let me see.,neutral,val
IEMOCAP,iemocap_Ses02F_impro03_M003,neutral,anger,0.422,2.63,Oh no way!,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M006,neutral,neutral,0.739,1.68,Donna and Mura in Dent repayment and dump worked at laser shortcoming.,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M007,neutral,neutral,0.5,3.81,That is the most romantic thing I have ever heard.,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M008,neutral,neutral,0.969,6.49,"Wow, what yeah, cuz I don't know yeah, I'm sure if he oh yeah, he definitely had it would have to have someone else",neutral,test
IEMOCAP,iemocap_Ses02F_impro03_M013,neutral,neutral,0.803,6.09,"Oh, did they know yet if you told that?",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M014,neutral,joy,0.919,1.44,"That's great, yeah.",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M015,neutral,disgust,0.476,4.07,Okay. You know where?,neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M016,neutral,neutral,0.696,2.8,"Uh-huh. Oh yeah, spring. That's a little bit...",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M017,neutral,joy,0.951,1.45,It's pretty nice.,neutral,test
IEMOCAP,iemocap_Ses02F_impro03_M018,neutral,neutral,0.856,3.86,"Yeah, that is how long you guys been together now.",neutral,train
IEMOCAP,iemocap_Ses02F_impro03_M021,neutral,disgust,0.467,6.02,You guys are awesome together. Definitely a definitely a good couple like I can see it. I should have guessed,neutral,test
IEMOCAP,iemocap_Ses02F_impro04_F000,anger,disgust,0.6323333333333334,9.41,"I'm... I really did get and just being a dead end, you know what I mean? People are sick of me calling.",anger,test
IEMOCAP,iemocap_Ses02F_impro04_F001,anger,neutral,0.83,4.31,"Yeah, but I mean it's the same response you get over and over again like",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F002,anger,neutral,0.8554999999999999,5.91,"Oh, we're not hiring at this time. Or thank you. We already have your information on file. We'll call you when we're ready.",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F003,anger,neutral,0.733,7.18,"But it's been so long, like, you know, I might as well just take a job at McDonald's, like, I don't know.",anger,test
IEMOCAP,iemocap_Ses02F_impro04_F004,anger,disgust,0.437,5.34,"I just I can't do it anymore like it just takes it out of here. No, no",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F005,anger,sadness,0.5575,10.81,I just keep getting rejected. I just keep getting rejected over and over and over again And it starts to make you feel like there must be something wrong with you that you can't get a job,anger,test
IEMOCAP,iemocap_Ses02F_impro04_F006,anger,neutral,0.6641666666666667,11.2,"You gotta be. Yeah, but maybe, just because it's competitive, like maybe I'm just not good enough. Maybe the level is here and I'm here and there's just no way I'm ever gonna do that. That's not here.",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F007,anger,neutral,0.6134999999999999,9.33,I didn't have like one of their starts you're like a family member who's already in the business or something You know that could like give me a helping hand,anger,train
IEMOCAP,iemocap_Ses02F_impro04_F008,anger,neutral,0.5756,11.84,It's just so frustrating. I just don't want to do it anymore. I just don't want to hit the pavement every single day with my resume. Going out there all the time. It's just like...,anger,train
IEMOCAP,iemocap_Ses02F_impro04_F009,sadness,sadness,0.984,2.3,I feel so worthless.,sadness,train
IEMOCAP,iemocap_Ses02F_impro04_F010,anger,disgust,0.538,6.22,And what would make you say that? There doesn't seem to be any indicators. Then anything's gonna get better.,anger,test
IEMOCAP,iemocap_Ses02F_impro04_F011,anger,disgust,0.6225,19.57,"That's just really hard. I feel like they're starting to get like a personal prejudice against you You know what I mean? Like it's like suddenly it's just like it's just you that they're saying no to it It's not that they're not taking applications and it's not that they're not hiring people It's just that you particularly they have some particular reason for just hating you, you know?",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F012,anger,disgust,0.444,2.24,or they'll never talk to me again.,anger,test
IEMOCAP,iemocap_Ses02F_impro04_F013,anger,neutral,0.5701666666666667,17.52,"I just think maybe I should try something else. I mean, I don't know. All going up, this is the only thing that I ever wanted to do. And yet, I can't. I'm not physically able, apparently. I mean...",anger,train
IEMOCAP,iemocap_Ses02F_impro04_F014,anger,neutral,0.645,6.82,"I guess the money shouldn't matter to me, but somehow it does, you know? It's like, it's like I do it for the money, but...",anger,val
IEMOCAP,iemocap_Ses02F_impro04_F015,anger,disgust,0.504,8.06,"You have to, I mean, if you're not hired by somebody, then you're not a professional, you're an amateur, and that means that you're not good enough.",anger,val
IEMOCAP,iemocap_Ses02F_impro04_F016,sadness,disgust,0.593,7.87,"I just want to crawl in a hole, you know, like it just makes you not want to even open your eyes in the morning.",sadness,train
IEMOCAP,iemocap_Ses02F_impro04_F017,neutral,disgust,0.363,10.42,I don't know how to get out of it. I don't know how to dig myself out of it. It's the same hole that I'm in digging and digging and digging and can't...,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M000,neutral,neutral,0.738,4.37,"So, so how's it been going? I mean, you have any leads or anything?",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M001,neutral,disgust,0.417,6.29,"No, you can't think that. I mean, it's good. It's good that you're that you're calling, you know, you can",neutral,test
IEMOCAP,iemocap_Ses02F_impro04_M002,neutral,neutral,0.654,4.87,"Yeah, I know what you mean. I mean, I've gone through like similar stuff, but...",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M003,neutral,sadness,0.5765,3.4,"No, come on. Don't you?",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M004,neutral,disgust,0.5715,12.96,"I know, I know, it's hard, but you just gotta keep going. I mean, you've been going at it for so long, you know, there's something is definitely gonna come up. I know it will, because you're a good worker.",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M005,neutral,neutral,0.8705,7.61,"No, it's, I mean, it's competitive, you know, like that's what it is. So that's what you gotta be, it's competitive.",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M006,neutral,neutral,0.898,7.66,"There are plenty of people out there with like good jobs, you know, that are a lot there",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M007,neutral,disgust,0.714,6.83,Dumber than you I mean there are a lot worse off than you you are much better off than like a lot of those people in there I know,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M008,neutral,neutral,0.789,4.85,I know it makes it harder. I mean it's definitely who you know in a lot of cases but,neutral,test
IEMOCAP,iemocap_Ses02F_impro04_M009,neutral,disgust,0.6595,5.73,"but you got it. Otherwise, what's your other options?",neutral,test
IEMOCAP,iemocap_Ses02F_impro04_M010,neutral,neutral,0.7949999999999999,9.21,It's not worthless because it's definitely gonna it's definitely gonna pay off. I know I mean I can you I've just I've seen your work etiquette You know you're you're a good worker and,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M011,neutral,neutral,0.655,5.98,"And there's no reason that something won't come up like really soon. All right, so you just got to...",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M012,neutral,neutral,0.65875,17.62,because I know you you know maybe once you get to know some more people like talk into them and everything they'll get to know you too and and they'll realize that I should have hired you three years ago you know but and and they'll finally come around and believe me it'll you guys,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M013,neutral,disgust,0.588,13.15,"Well, maybe, yeah, but maybe you know you get to that point where it's like you bug them and then they just don't want to hear from you anymore, but you keep bugging them and bugging them and then it's going to annoy them so much that they're going to be like, alright fine, you know.",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M014,anger,sadness,0.56125,4.99,"Oh, that'll, now. Okay, okay. Okay. Ow.",anger,train
IEMOCAP,iemocap_Ses02F_impro04_M015,neutral,neutral,0.6689999999999999,12.77,That obviously that's not true though. I mean you you've done this before you've done all the work like this before you know and and You've gotten people saying oh you're so good and like oh you know like all,neutral,test
IEMOCAP,iemocap_Ses02F_impro04_M016,neutral,neutral,0.827,1.11,Right.,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M017,neutral,neutral,0.658,2.03,"Well, you gotta live.",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M018,neutral,disgust,0.425,9.32,"I mean, it's just, it's really, I don't know, yeah, it's about their opinions and it's about, I don't just get yourself out there and...",neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M019,neutral,neutral,0.633,5.35,Well come on come on thinking about it like this is definitely not gonna help either though,neutral,train
IEMOCAP,iemocap_Ses02F_impro04_M020,neutral,neutral,0.627,1.36,I don't know.,neutral,test
IEMOCAP,iemocap_Ses02F_impro05_F000,neutral,disgust,0.343,3.65,"Hi, excuse me, I believe that the airline lost my baggage.",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F001,neutral,disgust,0.455,7.29,"No, it didn't. It didn't come out and I don't see it anywhere around here. So what can you do about that?",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F002,neutral,disgust,0.42,2.62,Some problems? What does that supposed to mean?,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F003,neutral,neutral,0.736,4.6,"How do you lose a suitcase, a huge suitcase?",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F004,neutral,neutral,0.752,1.46,How much?,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F005,neutral,neutral,0.6448333333333333,15.72,"$50 for my suitcase. I mean, the suitcase itself was like $150 just for the suitcase, but all the things inside, all my clothes, all my personal belongings, the sentimental value, not to mention, which is more than all of that together.",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F006,anger,joy,0.478,8.39,"That's all, that's all, that's all you're gonna do was just give me $50 and say go have fun on your vacation without any of your stuff",anger,train
IEMOCAP,iemocap_Ses02F_impro05_F007,anger,joy,0.419,6.18,"Well, yes, yes, I would like to file a claim, but what are you gonna? I mean is it just gonna show up magically out of nowhere?",anger,test
IEMOCAP,iemocap_Ses02F_impro05_F008,neutral,sadness,0.5945,6.16,I need myself. I need myself. I mean...,neutral,val
IEMOCAP,iemocap_Ses02F_impro05_F009,neutral,joy,0.518,4.43,"How many of you lost baggage? I mean, isn't there anything else you can do?",neutral,test
IEMOCAP,iemocap_Ses02F_impro05_F010,anger,neutral,0.5,2.96,"Because you don't seem to care very much, you know?",anger,train
IEMOCAP,iemocap_Ses02F_impro05_F011,anger,neutral,0.5,1.93,I didn't sign anything.,anger,train
IEMOCAP,iemocap_Ses02F_impro05_F012,neutral,neutral,0.9165,9.96,I said that I paid the airline to take care of things for when you pay for something There should be some sort of guarantee that it's gonna come through,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F013,anger,joy,0.49725,13.13,"Well, sure, yeah, I guess I'll go buy dinner and then be, have nothing for the rest of my entire vacation. I'm supposed to be here for three weeks. What am I going to do without anything for three weeks?",anger,test
IEMOCAP,iemocap_Ses02F_impro05_F014,anger,joy,0.383,3.11,But $50 isn't gonna get me anything.,anger,train
IEMOCAP,iemocap_Ses02F_impro05_F015,anger,neutral,0.847,2.95,Isn't there anything else you can do?,anger,train
IEMOCAP,iemocap_Ses02F_impro05_F016,anger,joy,0.55,12.88,I mean is there somebody you can call or the guys that put the stuff on the on the on the plane? I mean are they they're they must be really irresponsible to have just disappeared my baggage. I mean did it again so?,anger,val
IEMOCAP,iemocap_Ses02F_impro05_F017,anger,joy,0.543,7.37,"Yeah, I'm sure you bet you like who do you take bag is no? Oh, okay, thanks great. I mean how",anger,train
IEMOCAP,iemocap_Ses02F_impro05_F018,anger,neutral,0.921,2.45,There needs to be better security here.,anger,test
IEMOCAP,iemocap_Ses02F_impro05_F019,anger,neutral,0.852,6.06,It sounds like it's such a blue like no big deal whatever it's a big deal to me,anger,train
IEMOCAP,iemocap_Ses02F_impro05_F020,anger,neutral,0.905,2.63,"Well, can at least have me fifty dollars, please.",anger,val
IEMOCAP,iemocap_Ses02F_impro05_F021,neutral,neutral,0.5,1.17,Thank you all for having boarded,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_F022,anger,joy,0.704,2.55,Thank you very much.,anger,train
IEMOCAP,iemocap_Ses02F_impro05_M000,neutral,neutral,0.694,4.63,"Okay, they didn't come out on the car so",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M001,neutral,disgust,0.455,8.58,"Okay, well, unfortunately, there was some problems with...",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M002,neutral,disgust,0.367,6.53,"Well, some of the bags were lost on the way over here.",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M003,neutral,disgust,0.497,7.35,"You know, I mean there's a lot of things that go on under the plane and sometimes you know that kind of things happen",neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M004,neutral,disgust,0.511,7.25,But we are willing to reimburse you for the bag and the contents.,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M005,neutral,neutral,0.745,4.39,We'd be willing to give you $50 for...,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M006,neutral,sadness,0.627,10.02,right uh we realize you know that it's it's a bad situation but I'm sorry there's uh there's nothing we can really do,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M007,neutral,neutral,0.959,6.86,I think maybe you can file a claim if you want and turn it into our main office.,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M008,neutral,neutral,0.6906666666666667,7.99,right now i think they might uh... they might if you if you are either case more maybe they'll reimburse you more but uh... right now,neutral,train
IEMOCAP,iemocap_Ses02F_impro05_M009,neutral,sadness,0.827,4.01,"Yeah, no, I know it's it's frustrating unfortunately though",neutral,test
IEMOCAP,iemocap_Ses02F_impro05_M010,neutral,disgust,0.529,7.14,"By checking your bags, you admit to the liability that's at risk.",neutral,train
